ID	カード名	作成者	ステータス	種類	属性	ATC	DEF	レアリティ	デバフ効果（エフェクトのみ）	カード説明文（１００文字）	フィードバック
C154	銃火器見習・レツ	佐怒賀	実装	キャラクター	火	100	100	N		蒸気式の火縄銃を調整する少年。薬莢に熱源コードを刻む作業はまだ遅く、技術は見習いの域を出ない。それでも標的の内部回路を過熱させ、確実に機能停止へ追い込む一撃には、隠しきれない才能が光っている。	OKです。
C155	氷塊投・ボリス	佐怒賀	実装	キャラクター	水	100	100	N		冷気を帯びた氷の飛礫で、過熱した敵機を粉砕する力自慢。計算機を片手に投射角度を測るが、氷が溶ける速度に追いつけない未熟な一面も。砕け散る氷の質量が、サイバー空間の熱狂を強引に鎮める基地の防衛要員。	OKです。
C156	樹木の狙撃手・アリス	佐怒賀	実装	キャラクター	木	100	100	N		蒸気銃を構える未熟な射手。放たれた種子が敵のシステム内部で急成長し、電子制御を物理的に破壊する。木製パーツを組み込んだ愛銃の扱いに苦戦しつつも、基地の影から仲間を支えるためにひたむきに引き鉄を引く。	OKです。
C157	針金暗殺・セツナ	佐怒賀	実装	キャラクター	金	100	100	N		極細の針金を武器に転用する配線工。敵の背後に忍び寄り、頸椎の接続端子を遮断する。影に潜み、蒸気の音に紛れて標的を仕留める。暗殺術はまだ見習いだが、その手際に迷いはない。	OKです。
C158	地雷工・シンラ	佐怒賀	実装	キャラクター	土	100	100	N		基地の拡張エリアに地雷を敷き詰める見習いの少年。土の感触とデジタル信号の揺らぎを頼りに、目に見えない防御壁を築き上げる。技術はまだ発展途上だが、彼が埋めた一撃は侵入者の足を確実に止める威力を持つ。	OKです。
C159	レンズ研磨・リアン	佐怒賀	実装	キャラクター	光	100	100	N		特殊な溶剤でレンズを磨き、光の弾丸を作り出す未熟な技術者。集光レンズから放たれる熱線は、いかなる闇も貫く。未完成な腕ながら、放つ一撃は秘密基地の秩序を静かに守り抜く。	OKです。
C160	防壁解体・テツタ	佐怒賀	実装	キャラクター	闇	100	100	N		巨大な振動ドリルを右腕に据えた未熟な少年。緻密なハッキングを嫌い、分厚い装甲ごと物理的に粉砕して道を切り開く。力任せの解体は美しさに欠けるが、電子の城壁を力尽くで瓦解させる破壊衝動を秘めている。	OKです。
C161	ハンダ溶鬼	佐怒賀	実装	キャラクター	火	100	100	N		熱いハンダが意思を持った魔物。秘密基地の配線ダクトに潜み、古い基板を溶かして食べている。まだ体が小さいため、一箇所の回路を焼き切るのが精一杯。その体は常にドロドロと赤く熱を帯び、火花を散らしている。	OKです。
C162	配管蛇パイプ	佐怒賀	実装	キャラクター	水	100	100	N		古い水道管から生まれた小さなモンスター。体の中はひんやりとした液体で満たされている。大きな音に驚くと、口から冷たい水をふき出して逃げてしまう。まだ子供の個体であり、大きなパイプに憧れて成長を待つ。	OKです。
C163	ギア・カメレオン	佐怒賀	実装	キャラクター	木	100	100	N		真鍮の歯車を回転させて周囲の景色をコピーする小型ロボ。蒸気の霧に紛れて姿を消し、アジトの死角を見守る。まだ幼いため排気音が少し漏れているが、一生懸命に配管の隙間を巡回して侵入者を探し出している。	OKです。
C164	金色の防毒蜂	佐怒賀	実装	キャラクター	金	100	100	N		真鍮の翅を震わせ、蒸気の汚れを浄化する蜂型の幼体。毒素を吸い込み、金色の光を放つ触角で仲間に異常を知らせる。弱小だが、基地の空気を清浄に保つためには欠かせない。群れをなして配管の隙間に潜んでいる。	OKです。
C165	岩塩のレジスタ	佐怒賀	実装	キャラクター	土	100	100	N		岩塩の結晶を演算回路にした魔物の子供。地中の冷気で熱を逃がし、高速でデータを処理する。体はまだ小さいが岩石のように硬く、物理攻撃を跳ね返す。スチームの隙間からデジタルの光を漏らし、静かに計算を続ける。	OKです。
C166	蓄電のクラゲ	佐怒賀	実装	キャラクター	光	100	100	N		蒸気霧に紛れて浮遊する半透明の機械生命体。触手状のケーブルで空間の静電気を吸い上げ、核となる真空管に高純度の光子を蓄える。飽和したエネルギーが放つ淡い輝きは、アジトの深部に潜むシステムの不備を白日の下に晒す。	OKです。
C167	油脂を啜る獣	佐怒賀	実装	キャラクター	闇	100	100	N		アジトの配管に潜む黒毛の怪獣。機械の潤滑油を主食とし、彼らが通った後の歯車はたちまち摩擦熱で焼き付く。補給物資のドラム缶を食い破り、施設の円滑な稼働を物理的に阻害する。職員の頭上から滴る黒い涎は、深刻なメンテナンス不足の予兆である。	OKです。
C168	蓄熱ミミック	佐怒賀	実装	キャラクター	火	100	100	N		放置された工具箱に化ける魔物。不用意に触れた者の手を数百度の熱で焼き、深い火傷を負わせる。現場の油断を誘うその姿は、効率を重視する職員にとっての天敵。今日もどこかの作業机で、静かに獲物を待っている。	OKです。
C169	錆色のアメーバ	佐怒賀	実装	キャラクター	水	100	100	N		配管の結露から生まれる、厄介な掃除対象。放っておくと精密な歯車の隙間に入り込み、一晩で機械を動かなくさせてしまう。どれだけ拭き取っても、湿気がある限り何度でも増殖を繰り返す、現場泣かせの雑魚モブ。	OKです。
C170	ネジ食いの双葉	佐怒賀	実装	キャラクター	木	100	100	N		機械のネジ穴から生える小さな芽。成長する力でネジを押し出し、外装をバラバラにする。見た目は可愛いが、放っておくと基地のあちこちが壊れてしまう厄介な植物。	OKです。
C171	磁気コウモリ	佐怒賀	実装	キャラクター	金	100	100	N		天井の配管にぶら下がる電磁波の吸血鬼。まだ小さく飛べないが、近くのストレージから磁気情報を吸い取って書き換えてしまう。機密ファイルを無意味な文字列に変え、デジタル管理を混乱させる厄介な幼獣。	OKです。
C172	硬化する砂塊	佐怒賀	実装	キャラクター	土	100	100	N		細い動力ケーブルに巻き付き、外殻を岩のように固める多脚機の幼体。柔軟性を奪われた配線は次々と折れ、基地の回路を寸断する。無理に剥がそうとすれば外壁ごと崩落するため、職員による地道な除去作業が続く。	OKです。
C173	虹光の謎な球体生物	佐怒賀	実装	キャラクター	光	100	100	N		七色に光る小さな生物で球体の形をしている謎の生き物。まだ幼体だが、球体から出す線の様な物はデジタル信号を吸い取る。配線の隙間に巣を作り、触れた端末のデータをバラバラに書き換えてしまう。キラキラした見た目に反して、職員を困らせる厄介な天敵。	OKです。
C174	廃熱の吸血鬼	佐怒賀	実装	キャラクター	闇	100	100	N		ボイラーの熱に群がる機械の幼体。配管に吸い付き、蒸気の熱を食べて成長する。熱を奪われた基地は凍りつき、代わりにこの幼体の背中のランプが赤く点滅し始める。まだ小さいが、放置すればアジトの火が消える。	OKです。
C175	ボイラー狐	佐怒賀	実装	キャラクター	火	100	100	N		熱い配管の上で丸まる狐の幼体。甘い蒸気を吸い、喉を鳴らして高熱を放つ。その熱は近くの制御端末を溶かし、AIの計算を狂わせる。小さな足跡が残された計器は、二度と正確な数値を指し示すことはない。	OKです。
C176	流体のゴースト	佐怒賀	実装	キャラクター	水	100	100	N		物理的な体を持たず、配管の隙間や電子回路を泳ぐ幼い魔物。蒸気に紛れて端末に侵入し、データを書き換えて遊ぶ悪癖がある。小さな水滴のような姿だが、触れただけで精密機器をショートさせる厄介な未成熟体。	OKです。
C177	回路の猛牛	佐怒賀	実装	キャラクター	木	100	100	N		角に電子回路が走る牛型の幼いメカ。まだ角の基盤は未完成だが、敵を見つけると背中の煙突から蒸気を吹き出し、猛スピードで突っ込む。基地の森を守るため、小さな体で一生懸命に歯車を鳴らして走り回っている。	OKです。
C178	信号泥棒	佐怒賀	実装	キャラクター	金	100	100	N		無線通信を傍受し、別の周波数へ書き換える。親とは異なり、まだ未発達なアンテナで周囲の電子音を無邪気に吸い込み、管理者の命令をノイズへ変えてしまう。指令室のモニターを意味のない光の渦で埋め尽くす。	OKです。
C179	ダストテイル	佐怒賀	実装	キャラクター	土	100	100	N		常に砂埃を撒き散らして歩く、幼い姿の自律型メカ。未発達な出力で光学レンズを物理的に研磨し、基地の視界を永久に奪う。未熟ゆえの無垢な挙動が、精密なデジタル監視網を静かに削り取っていく破壊者。	OKです。
C180	加速の粒子	佐怒賀	実装	キャラクター	光	100	100	N		台車や工具に付着する、光り輝く粒の幼体。物理的な重さを反発力で打ち消し、重い荷物を運ぶ職員を健気に支える。この光が寄り添う間は、どんな重量物も羽根のように軽く、滑らかに動かすことができる。	OKです。
C181	ダークワーカー	佐怒賀	実装	キャラクター	闇	100	100	N		主人のいない作業着に潜り込んだナノマシンの幼体。暗い通路をヨロヨロと歩き回り、無邪気に配線を繋ぎ変えては、基地のあちこちで小さな爆発を起こす。機械の悲鳴を聞くたび、その影は静かに膨らんでいく。	OKです。
C182	溶岩のグリス	佐怒賀	実装	キャラクター	火	100	100	N		機械の隙間から漏れ出した意思を持つ熱い油。まだ幼く、温かい場所を求めて歯車の奥へ潜り込む。触れた金属をじわじわと赤熱させ、精密機械をドロドロに溶かして動かなくする。清掃用ロボを焼き付かせる厄介な存在。	OKです。
C183	ウォータ・コア	佐怒賀	実装	キャラクター	水	100	100	N		高圧洗浄機のノズルに意思が宿った幼体。汚れを嫌い、アジトの重要な設計図や壁の塗装を強い水圧で削り落としてしまう。彼らにとっての「掃除」は、職員が築いた記録をすべて白紙に戻す無邪気な破壊だ。	OKです。
C184	基板の古木	佐怒賀	実装	キャラクター	木	100	100	N		廃棄された光ファイバーを根として、秘密基地の電力を吸い上げる小さな電子樹木。樹皮に刻まれた回路図には、古い設計データが残っている。蒸気の熱をエネルギーに変え、静かにデジタルの領域を広げ続けている。	OKです。
C185	鉄のイソギンチャク	佐怒賀	実装	キャラクター	金	100	100	N		通路の床に固着し、真鍮の触手を揺らす自律機。生体反応を検知すると、鋭い金属爪で通りかかる職員の裾や所持品を執拗に拘束する。無理に引き剥がそうとすれば、基材を損壊させるほどの力で締め上げ、移動を阻む。	OKです。
C186	瓦礫の塊	佐怒賀	実装	キャラクター	土	100	100	N		崩れた天井の破片が意思を持った姿。小さくとも非常に重く、精密機械の上に好んで飛び乗る。デジタル基板を物理的な圧力で押し潰し、中のデータを砂塵とともに地中へ埋没させてしまう。職員を悩ませる厄介な未完成体。	OKです。
C187	断絶の白騎士	佐怒賀	実装	キャラクター	光	100	100	N		鏡面装甲に身を包んだ守護AI。高度な理屈で職員の入室を拒み、物理的な壁ではなく「正論」という名の電子ロックで道を塞ぐ。戦闘力はそんなにないが、諦めずに通り抜けしようとする者は怪我を負わされる。	OKです。
C188	ギアクラッシャー	佐怒賀	実装	キャラクター	闇	100	100	N		回転する歯車に鋼鉄の腕を突き立てる小型ロボット。緻密な蒸気機関の動きを物理的に止め、アジトの機能を麻痺させる。デジタル回路にノイズを撒き散らし、システムを静寂と混沌の底へ突き落とす。	OKです。
C189	火種を運ぶ猫	佐怒賀	実装	キャラクター	火	100	100	N		尾の先に消えない種火を持つ機械猫。データセンターの床下に潜り込み、たまった埃を燃え上がらせる。職員の手を焼くスピードで逃走し、大事なデジタルログを物理的な灰に変えてしまう、厄介な野良メカ。	OKです。
C190	スチームメデューサ	佐怒賀	実装	キャラクター	水	100	100	N		たくさんのホースを髪のように持つ魔物。熱い蒸気を吹き出し、レンズや計器を真っ白に曇らせる。彼女が通った後は、湿気と結露で精密機械が動かなくなる。職員の視界を奪う、戦闘力は低いが、やっかいな秘密基地の天敵だ。	OKです。
C191	プラグ・ライノ	佐怒賀	実装	キャラクター	木	100	100	N		コンセント型のツノを持つサイの子供。小さな体で蒸気を吹き出し、デジタル空間にわくノイズの塊へ体当たりする。まだ出力は弱いが、一生懸命に秘密基地の配線を守り、電気信号のバグを掃除している。	OKです。
C192	鉛の沈黙	佐怒賀	実装	キャラクター	金	100	100	N		鈍く光る鉛の体を持つ、幼い重装甲ロボ。周囲の電波を強力に遮断し、通信やライトを完全に無効化する。暗闇と静寂を連れて歩くその姿は、助けを求める声を物理的に封じ込め、基地に孤独な絶望を振りまく。	OKです。
C193	アース・バグ	佐怒賀	実装	キャラクター	土	100	100	N		基盤の隙間に湿った土を運び、ショートさせる厄介な幼体。電子の火花をエサにして育つ。一度住み着くと、精密機械を泥だらけのガラクタに変えるまで止まらない。清掃員の天敵であり、基地を物理的に侵食する。	OKです。
C194	蓄電の綿毛	佐怒賀	実装	キャラクター	光	100	100	N		静電気を食べて光る、ふわふわしたモンスターの赤ちゃん。停電した時は自ら光って、暗い基地を明るく照らしてくれる。触るとほんのり温かくて、疲れた職員たちの心を癒やす。アジトには欠かせない大切な相棒。	OKです。
C195	ブラックボルト	佐怒賀	実装	キャラクター	闇	100	100	N		黒いネジに化けた幼い機械モンスター。一見ただの部品だが、装置の隙間に潜り込み内側から回路をかじる。仲間を呼ぶ電子音を出し、気づかぬうちに増殖してアジトの重機をバラバラに分解してしまう厄介な存在。	OKです。
C196	プラズマ給電機	佐怒賀	実装	キャラクター	火	100	100	N		離れた場所から電気を送る小さな充電器。幼いゆえに出力を加減できず、周りの工具を真っ赤に熱してしまう。熱くなったスパナに触れた職員を驚かせる、アジトのやんちゃな機械モンスター。	OKです。
C197	ソルトウォーター	佐怒賀	実装	キャラクター	水	100	100	N		廃液タンクに宿った塩水の大きな幼体。あらゆる金属を急激に酸化させ、最新のサイバー設備も一夜でボロボロの廃材に変えてしまう。小さな体で歯車の隙間に潜り込み、アジトの心臓部を音もなく腐食させていく魔物だ。	OKです。
C198	歯車を持つ巨鳥	佐怒賀	実装	キャラクター	木	100	100	N		金属の翼を羽ばたかせ、高い空から森を監視する機械の鳥。まだ体が小さく、背中の歯車もゆっくりと回る。上昇気流に乗りながら、秘密基地の熱が外に漏れないよう、デジタルの眼で地図を作り記録し続けている。	OKです。
C199	不眠の鐘突き	佐怒賀	実装	キャラクター	金	100	100	N		深夜に小さな鐘を鳴らして歩く金属の幼生。かわいらしい音色だが、微細な振動が基地のネジを少しずつ緩めていく。職員の睡眠を奪い、機械の故障を招く厄介な存在。黄金の体は暗闇でも鈍く光り、捕獲を逃れる。	OKです。
C200	砂嵐の扇風機	佐怒賀	実装	キャラクター	土	100	100	N		内部に大量の砂を溜め込んだ小型の送風機。起動と同時に部屋を砂埃で満たし、視界を物理的に遮る。まだ幼く風力は弱いが、精密な機械の隙間に砂を送り込み、地道な動作不良を引き起こして職員の手を焼かせる。	OKです。
C201	分光獣プリズ	佐怒賀	実装	キャラクター	光	100	100	N		アジトの照明を食べて光線を発射する、クリスタルのような幼い魔物。蒸気とデジタルの光をプリズムで分解し、不用意に近づく職員を鋭いレーザーで狙い撃つ。光がある限り遊び続け、秘密基地の作業をキラキラと妨害する。	OKです。
C202	スモークウルフ	佐怒賀	実装	キャラクター	闇	100	100	N		排気ガスをまとう幼い魔物。未発達な牙で細い配線をかじり、アジトの通信を小さく遮断する。未熟ながらも熱源を隠す術を知り、職員の背後に音もなく忍び寄る。その影に触れた回路は、静かに黒く侵食されていく。	OKです。
C203	発破工・ゼッタ	佐怒賀	実装	キャラクター	火	125	125	N		秘密基地の拡張を担う見習い。複雑な電子起爆装置に苦戦しながらも、アナログな熱量で岩を溶かし進める。立ち込める煙とオイルの匂いの中で、理想の爆発を追い求めるその手は、常に火薬の煤で黒く汚れている。	きちんと125になってますね。OKです。
C204	結露収集・イナ	佐怒賀	実装	キャラクター	水	125	125	N		錆びた配管に浮かぶ水滴を慎重に集める未熟な職人。スチームの熱とサイバーな電磁波が混ざる滴を、宝物のように扱う。集めた水の純度が上がるたび、秘密基地を支える一員としての自覚がその胸に静かに宿っていく。	OKです。
C205	薪割師・タケル	佐怒賀	実装	キャラクター	木	125	125	N		巨大な斧の熱を逃がしながら原木を割る見習い。高周波振動子の扱いに慣れず、時折回路をショートさせるが、その突破力は本物だ。スチームパンクの轟音の中、彼は電脳の海を物理的に割り進む役割を担っている。	OKです。
C206	放電銃士・ミオ	佐怒賀	実装	キャラクター	金	125	125	N		高電圧の蒸気を弾丸に変える放電銃を操る。まだ出力制御に慣れていない未熟な技術者だが、その破壊力は本物。金色の火花を散らしながら、アジトを襲う敵を撃退し、実戦を通じて兵器の精度を研ぎ澄ましていく。	OKです。
C207	落穴師・ポル	佐怒賀	実装	キャラクター	土	125	125	N		蒸気霧に紛れて地面に電子回路の罠を埋める未熟な職人。センサーが侵入者を検知すると、瞬時に土砂を崩して敵を奈落へ突き落とす。効率的な防衛ログを積み重ねることに没頭し、無機質な地響きを静かに楽しんでいる。	OKです。
C208	砲撃・ミチル	佐怒賀	実装	キャラクター	光	125	125	N		大型の蒸気キャノンを担ぐ見習い。放たれる光子弾は、暗いアジトを白夜のように照らし出す。反動を抑えきれない幼さはあるが、その一撃は敵を根こそぎ消し去る。まばゆい光の奔流が、防衛線の未来を切り拓く。	OKです。
C209	爆弾魔・ゴウ	佐怒賀	実装	キャラクター	闇	125	125	N		過加圧のスチームシリンダーを改造し、手製爆弾を作る未熟な職人。不安定な蒸気と火花を愛し、基地の静寂を破壊する。その肌に刻まれた無数の火傷跡は、彼が命懸けで爆発の真髄を追い求めた、未完成な情熱の証だ。	OKです。
C210	火炎放射兵・ロルフ	佐怒賀	実装	キャラクター	火	125	125	N		巨大な蒸気タンクを背負い、不器用に火炎を放射する。火力の制御はまだ不安定だが、侵入者を追い払う熱風は本物だ。防衛線の端で必死に引き金を引く姿は、未熟ながらもアジトを守る立派な盾として機能している。	OKです。
C211	深淵のドロッパー	佐怒賀	実装	キャラクター	水	125	125	N		天井の配管に張り付く液状の幼体モンスター。音もなく粘着質な雫を垂らし、機械の関節を動かなくさせる。未熟ながらも本能で精密回路を狙い、じわじわと機能を奪う。その滴下音は、静かな基地に絶望を刻み込む。	OKです。
C212	ウッドボルトタイガー	佐怒賀	実装	キャラクター	木	125	125	N		木製の骨格に小さなボルトを隠した虎の子。蒸気を吸ってパチパチと静電気を蓄える。まだ出力は弱いが、近づく者の電子回路を不意に狂わせる。秘密基地の隅で、放電のノイズを鳴らしながら静かに牙を研ぐ。	OKです。
C213	重力の歪み箱	佐怒賀	実装	キャラクター	金	125	125	N		磁力を放ち、周りの金属を吸い寄せる立方体のモンスター。まだ幼いけれど、強力な力で工具や部品をバラバラにする。近くを通る職員の足元を狙って、集めた鉄クズをわざと散らかす困りもの。	OKです。
C214	廃油の粘土	佐怒賀	実装	キャラクター	土	125	125	N		漏れた油と土が混ざり、意志を持った泥の幼体。ベタつく体で機械の隙間に入り込み、歯車の動きを止めてしまう。まだ小さく、熱を当てるとすぐに溶けるが、放っておくと頑固に固まり、ハッチを一生開かなくさせる。	OKです。
C215	極光のヴェール	佐怒賀	実装	キャラクター	光	125	125	N		天井を漂うカーテン状の幼いエネルギー体。触れた物の質量をデジタル数値化し、重力をバラバラに変える。浮き上がった重機が天井へ衝突を繰り返す。美しくも、秘密基地のシステムを物理的に狂わせる厄介な光の魔物。	OKです。
C216	遊撃兵・セリ	佐怒賀	実装	キャラクター	闇	125	125	N		高圧蒸気で弾き出す特製弾を放つ遊撃兵。弾丸に含まれたウイルスが機械の神経を蝕む。技術は未熟でも、戦場での度胸は一流だ。デジタルの火花を散らしながら、動かなくなった標的を無表情に見下ろし、次の闇へ消える。	OKです。
C217	火炎鎌・ルナ	佐怒賀	実装	キャラクター	火	125	125	N		蒸気機関を内蔵した巨大な鎌を振るう少女。出力調整が未熟なため、刃は常に赤熱し周囲の空気を歪ませる。斬撃の軌道にノイズ混じりの火花が舞う時、敵の防壁は融解し、修復不能な熱ダメージがシステムを焼き尽くす。	OKです。
C218	投擲手・アモン	佐怒賀	実装	キャラクター	水	125	125	N		冷却水の入った特殊カプセルを投げる未熟な職人。熱暴走を起こしたAIサーバーの深部へ、ピンポイントで水分を届ける役割を担う。放物線の予測が甘く、目標の手前で水袋を破裂させてしまう失敗を繰り返す。	OKです。
C219	虚空の鎌・シアン	佐怒賀	実装	キャラクター	木	125	125	N		スチームパンクの歯車とサイバー信号が混ざる境界で、大鎌を振るう見習い。不安定な回路から漏れ出す余計なデータを、物理的な打撃で強引に消去する。不器用な手つきながら、基地の調和を保つために虚空を睨む。	OKです。
C220	歯車鋳造・イアン	佐怒賀	実装	キャラクター	金	125	125	N		金属性の廃材を溶かし、新たな歯車を生み出す見習い。スチーム駆動のプレス機と電脳スキャナーを併用し、理想の形状を追求する。未完成な技術ながらも、その手から放たれる輝きは基地の動力源を力強く支えている。	OKです。
C221	道標のトモシビ	佐怒賀	実装	キャラクター	土	125	125	N		停電した暗い通路で、体内の鉱石を光らせる幼い魔物。職員の歩幅に合わせて転がり、足元を優しく照らし出す。迷いやすい地下区画で出口まで導くその姿は、孤独な作業を支える小さな道標として重宝されている。	OKです。
C222	蓄音機の仔鳥	佐怒賀	実装	キャラクター	光	125	125	N		真鍮の羽を持つ機械の鳥。職員の独り言を勝手に録音して流す困りものだが、忘れたパスワードを復唱して助けてくれることもある。喉の真空管をピカピカ光らせ、秘密の記憶を蓄える小さな電子の幼体。	OKです。
C223	オイルの運び屋	佐怒賀	実装	キャラクター	闇	125	125	N		小さなバケツ状の幼体。漏れ出した廃油を溜め込み、注油が必要な場所へ運んで塗布する。蒸気機関の軋む音を聞きつけると、暗がりの足元を素早く移動して回り、アジトの駆動系が焼き付くのを影から防いでいる。	OKです。
C224	熱風翼のクゥ	佐怒賀	実装	キャラクター	火	125	125	N		小さな翼で熱気を回し、アジトの湿気を取り除く。濡れた服を乾かす手助けもするが、機嫌が良いと風力を上げ、机の上の大事な書類をバラバラに散らしてしまう。ダクトの奥に消えた紙を探すのは、職員の日常だ。	OKです。
C225	スチーム・コア	佐怒賀	実装	キャラクター	水	125	125	N		蒸気の隙間から生まれた幼い魔物。配管の亀裂を見つけると、自分の体で一生懸命に穴をふさいでくれる。健気な姿が職員に愛されており、基地のあちこちで蒸気漏れを防ぎながら、今日も静かに任務を支えている。	OKです。
C226	大剣使い・ベア	佐怒賀	実装	キャラクター	木	125	125	N		真鍮の歯車が回る音の中、身の丈に合わぬ大剣を抱える見習い。洗練された動きには程遠いが、基地の隔壁を背にしたその立ち姿は、どんな高度なプログラムよりも確かな盾となる。未熟ゆえの力みが、鉄の板を震わせる。	OKです。
C227	旋回刃・キリ	佐怒賀	実装	キャラクター	金	125	125	N		デジタル制御されたファンを刃物として扱う見習い。基地内の温度を管理しつつ、迫る外敵を冷徹な回転斬りで排除する。経験不足を補うための猪突猛進な一撃が、金属の装甲を切り裂き、金の火花を鮮やかに散らす。	OKです。
C228	破砕者・クウ	佐怒賀	実装	キャラクター	土	125	125	N		巨大なカッターを操る未熟な少年。土木用AIが刃を不規則に回転させる。火花と土煙が舞う中、重い獲物を必死に振り回して敵を撃退する。その細い体には、蒸気機関とメカの重さがまだ馴染みきっていない。	OKです。
C229	電磁槍・レグル	佐怒賀	実装	キャラクター	光	125	125	N		真鍮の槍に青い電撃を纏わせる見習い。蒸気噴射の反動に振り回される場面もあるが、その一撃は鋭い。デジタル照準器を片目に、ノイズの混じる視界で必死に敵を追う。基地の明日を守るため、彼は今日も槍を振るう。	OKです。
C230	鉄球使い・ギル	佐怒賀	実装	キャラクター	闇	125	125	N		巨大な鉄球を扱う武器職人の見習い。棘の先端から高圧電流を放出し、敵のシステムを内部から焼き切る。重い一撃は荒削りだが、逃げ場のない衝撃を闇に刻み込む。未完成ゆえの危うさが、その一振りに宿っている。	OKです。
C231	過熱のハシビロコウ	佐怒賀		キャラクター	火	125	125	N		動かず周囲の熱を集める幼い魔物。溜め込んだ熱波でスプリンクラーを誤作動させ、アジトを水浸しにして職員を困らせる。不気味な静寂を保ち、びしょ濡れになった人間をただじっと観察して、その反応を楽しんでいる。	OKです。
C232	バブル・ボム	佐怒賀		キャラクター	水	125	125	N		蒸気とデータが混ざって生まれた泡の幼体。端末のキーを無邪気に叩き、勝手にコマンドを実行する。触れると高圧で弾け、精密機器のスイッチを物理的に狂わせる。小さな破裂音が、職員たちの作業を執拗に妨害する。	OKです。
C233	擬態のサボテン	佐怒賀		キャラクター	木	125	125	N		蒸気パイプに紛れてトゲを立てる植物型ロボ。居眠りする職員に電気ショックを与えてくる困りもの。だけど怒って捨てようとすると、熱い蒸気でデジタルな花を咲かせて反省のポーズをとる。憎めないアジトの幼い監視役。	OKです。
C234	指紋の消去者	佐怒賀		キャラクター	金	125	125	N		静電気で汚れを吸着する金の幼い魔物。タッチパネルの皮脂を拭い去り、認証の精度を高めてくれる。職員の作業環境をきれいに保つ協力者。その鏡面仕上げの体は、汚れ一つない秘密基地の象徴となっている。	OKです。
C235	土煙の悪戯	佐怒賀		キャラクター	土	125	125	N		通路で突然はじける土砂の幼体。職員の服や視界を汚す困りものだが、この煙は熱を遮断する性質を持つ。火災やエンジンの暴走が起きた際、熱源を包み込んでアジトの基幹回路を守る物理シールドとして機能する。	OKです。
C236	医療班・ネロ	佐怒賀		キャラクター	光	125	125	N		サイバー空間の知識を現実に転用する未熟な治療師。歯車の回転音に混じり、レーザーの駆動音が響く。傷を塞ぐ純白の閃光は、暗いアジトを優しく照らし出す。完璧な技術には遠いが、その光に嘘はなく、仲間を救い続ける。	OKです。
C237	狩人・エリス	佐怒賀		キャラクター	闇	125	125	N		蒸気と電子の混じる路地裏で、標的の鼓動を追う見習いの狩人。自作の熱感知スコープはノイズが多く、完全な狙撃には至らない。しかし、放たれたウイルス矢は確実に敵の防壁を侵食し、静かな死を振りまいていく。	OKです。
C238	溶岩使い・ゲン	佐怒賀		キャラクター	火	125	125	N		ガラクタを溶かして弾丸に変える未熟な職人。狙いはまだ不正確だが、放たれる溶岩の熱量は本物だ。敵の電子回路を物理的に焼き溶かし、再起不能にする。制御しきれない火花が、彼の未熟さと底知れぬ火力を物語る。	OKです。
C239	霧殺・キサラ	佐怒賀		キャラクター	水	125	125	N		蒸気を操り、アジト周辺を真っ白な霧で包み隠す。未熟な技術ゆえに霧の濃度が安定しないこともあるが、隠密行動の才能は誰もが認める。彼女が放つ冷気は、敵の回路を凍らせ、電子の鼓動を静かに停止させる。	OKです。
C240	重刀使い・ゾル	佐怒賀		キャラクター	木	125	125	N		重厚な刀を強引に操り、廃棄区画のガラクタを切り裂く。AIの予測を無視した重い一撃は、時に理論を超えた破壊力を生む。装備の調整も自分で行うが、配線ミスで煙を吹くことも多い。成長途中の未熟な力が基地を震わせる。	OKです。
C241	忘却の煙	佐怒賀		キャラクター	金	125	125	N		書き込み中のデータを食べる雲のような幼体。基盤の隙間に潜り込み、保存前の作業内容を霧散させる。この煙が通り過ぎた後の端末には、空っぽのフォルダと職員の絶望だけが残る。スチームパンクの迷宮に漂う天敵。	OKです。
C242	石炭の幼獣	佐怒賀		キャラクター	土	125	125	N		石炭を主食とする幼い魔物。ボイラー室の燃料を食い尽くし、基地の蒸気圧をゼロにする。お腹が空くと暴走し、デジタルの制御すら受け付けない。その無邪気な食欲は、アジトの全機能を停止させる最大の脅威だ。	OKです。
C243	電力の吸い殻	佐怒賀		キャラクター	光	125	125	N		コンセントに噛みつく小さな塊。蓄えた電気をむいみに放電し、まわりの機械を動かなくさせる。職員のパソコンを勝手に消してしまう、光るいたずらっ子。アジトの電気を食べて育つ、やっかいな幼い魔物。	OKです。
C244	影喰らい	佐怒賀		キャラクター	闇	125	125	N		蒸気パイプの影に潜む、ぷにぷにした闇の幼体。職人が作業に飽きた隙に、大事なネジや工具をこっそり飲み込んで隠してしまう。悪気はないが、取り出すには好物の古いオイルを与えて機嫌をとる必要がある。	OKです。
C245	アッシュメイデン	佐怒賀		キャラクター	火	125	125	N		灰を撒き散らしながら歩く幼い魔物。触れるものすべてをじわじわと焼き焦がし、精密機械をススで詰まらせて壊してしまう。悪気なく熱を放ち続ける姿に、秘密基地の職員たちは消火器を抱えて走り回るハメになる。	OKです。
C246	冷却刃・マリン	佐怒賀		キャラクター	水	125	125	N		蒸気の熱を奪う氷の刃を構える見習い。敵の装甲を凍らせて砕く戦法を繰り返すが、冷気で感覚の消えた腕は震えが止まらない。秘密基地の隅で、今日も霜の降りた愛刀を研ぎ続ける。	OKです。
