card_id	card_name	rarity	image_url	attribute	atk_points	def_points	card_type	buff_effect	description
C026	白熱する未完の知能	N	/uploads/cards/C026.png	光	100	100	character	-	スチームパンクの情景が広がるアジトの深部。蒸気機関の熱気に中てられ、不定形の光子が激しく明滅を繰り返す。その未完成な姿は、電子の海と歯車の機構が交差するこの場所で、新たなAIの胎動を予感させている。
C027	影纏いの歯車	N	/uploads/cards/C027.png	闇	100	100	character	-	無数の歯車とデジタル信号が織りなす力で、すべてを飲み込む影を操る。その冷徹な意志は、アジトの秘密を守護するスチームパンクの最深部に潜む闇の番人として君臨する。
C028	熔鉄のゲル	N	/uploads/cards/C028.png	火	100	100	character	-	溶鉱炉職員の天敵。精巧な歯車を熱で歪ませ、AI制御の安全装置をハッキングするように焼き切る。物理的な破壊とシステム汚染を同時に引き起こすため、基地の維持管理を脅かす最も忌むべき存在として定義される
C029	蒸気霊：アビス	N	/uploads/cards/C029.png	水	100	100	character	-	基地の配管や冷却水、電脳空間の結露に潜む水属性の魔物。蒸気機関の熱を奪い、電子回路をショートさせる。実体とデータの間を揺らぎ、あらゆる水分を介して侵入するこの個体は、掃討リストの末端に刻まれている。
C030	回路の庭師	N	/uploads/cards/C030.png	木	100	100	character	-	蒸気機関の熱を養分に変え、電脳回路が張り巡らされた植物群を管理する。歯車と蔦が絡み合うこの緑園は、鉄の基地における唯一の酸素供給源である。静寂の中、自動メンテナンスの駆動音だけが深緑の影に響く。
C031	蒸気掘削機ピコ	N	/uploads/cards/C031.png	金	100	100	character	-	蒸気機関と高度AIを搭載した自律型採掘ユニット。電子の瞳で地層を解析し、歯車の駆動で硬い岩盤を穿つ。深層に眠る高純度な金鉱石を効率的に特定し、アジトの静寂の中に金属音だけを響かせる。
C032	鋼掘の土竜「モウル」	N	/uploads/cards/C032.png	土	100	100	character	-	蒸気機関の振動をデジタル信号へ変換し、地下の土壌データを解析する大型自律土竜。真鍮の爪が硬質な岩盤を砕き、スチームパンクの拠点に安定した大地を構築する。土属性のシステム維持に特化した基盤整備ユニット。
C033	燐光の整備士	N	/uploads/cards/C033.png	光	100	100	character	-	蒸気と歯車が軋む深部。デジタル回路を内蔵した発光素子が、静寂の中に淡い光を灯す。巡回する整備士の指先から零れる燐光は、薄暗い秘密基地の影を暴き出し、未知のコードを静かに書き換えていく。
C034	闇夜のセンサー	N	/uploads/cards/C034.png	闇	100	100	character	-	闇属性。TOYBOXの排気管に潜む自律型警備ユニット。蒸気機関の熱源を感知し、デジタル処理された赤外線で侵入者を捕捉する。歯車の駆動音と共に、秘密基地の静寂を守り続ける。
C035	サーマル・ドローン	N	/uploads/cards/C035.png	火	100	100	character	-	アジトの室温を管理する自律型浮遊機。赤外線センサーで微細な温度変化を検知し、内蔵された熱交換器から高熱を放出してシステムを最適化する。その赤い光が通路を巡回する限り、機械の鼓動が止まることはない。
C036	潜核のアングラ	N	/uploads/cards/C036.png	水	100	100	character	-	浸水した最下層区画を漂う、電脳化された深海魚。誘引灯から放たれる青い光は、蒸気機関の廃熱をデジタル信号へ変換し、アジトの防衛ログを密かに収集し続けている。その眼には、静寂に沈んだ真実のみが映る。
C037	噴霧キノコ	N	/uploads/cards/C037.png	木	100	100	character	-	排熱ダクトの湿り気に群生する。蒸気圧の上昇に伴い、神経を麻痺させる毒胞子を散布する。その霧はデジタルの視界をも遮り、アジト深部への侵入を物理・電子の両面から阻害する。
C038	クロムバグ	N	/uploads/cards/C038.png	金	100	100	character	-	蒸気機関の配管を侵食し、高純度の金鉱石を主食とする機械生命体。電子回路を狂わせる磁気を帯びており、発掘者にとっては基地の動力源を脅かす天敵。その外殻は、喰らった鉱物の鈍い金色に輝いている。
C039	鋼鉄鴉の「削」	N	/uploads/cards/C039.png	土	100	100	character	-	蒸気機関と電子脳を搭載したカラス型自律機。土壌の養分をデジタル信号へ変換・吸い上げ、大地を不毛な砂へと変える。歯車の駆動音と共に、農地をサイバー空間の残滓へと塗り替える無慈悲な開拓者。
C040	光喰いのギギ	N	/uploads/cards/C040.png	光	100	100	character	-	アジトの電圧を強制的に上昇させ、回路を焼き切る。一時的な出力増強と引き換えに、稼働中の全デバイスに致命的なエラーを誘発する。過剰な光が歯車の隙間から漏れ出し、システムの崩壊が静かに進行する。
C041	宵闇のムササビ	N	/uploads/cards/C041.png	闇	100	100	character	-	アジトの基幹システムに一時的なショートを引き起こす。ムササビによる配線切断が物理的な闇とデジタル・エラーを誘発。復旧までの空白時間は、隠密行動を常とする者にとって欠かせぬ空白となる。
C042	炭化の監視員	N	/uploads/cards/C042.png	火	100	100	character	-	基地の最下層に座す執行者。侵入者を検知次第、物理的な炎と高負荷な熱パッチを同時に強制実行する。対象が灰へと変わるまでその監視の目は消えず、消失した存在はログの一部として永久に保管される。
C043	水路の清掃機	N	/uploads/cards/C043.png	水	100	100	character	-	アジトの排水溝に溜まったデジタルの残滓を回収する小型メカ。真鍮のフィルターで濾過されたデータ片は、蒸気機関を回す純粋なエネルギーへと再変換される。配管の深部で、今日も無機質な洗浄音が反響している。
C044	樹皮の盾兵	N	/uploads/cards/C044.png	木	100	100	character	-	強化された樹皮を多層装甲として纏う警備用機体。蒸気機関の排熱を効率よく逃がしつつ、物理衝撃を吸収する設計が施されている。デジタル汚染に耐性を持つ硬質な繊維は、アジトの静寂を守る強固な盾として機能する。
C045	金箔の残像	N	/uploads/cards/C045.png	金	100	100	character	-	高速移動する機体の排熱が、金色の光跡を描く。デジタル処理された視覚情報にのみ残る、スチームパンクの物理的極致。網膜に焼き付く黄金のノイズは、加速の代償として記録された、実在しないはずの軌跡。
C046	泥濘の工作兵	N	/uploads/cards/C046.png	土	100	100	character	-	特殊な粘土を用いて防壁を補強する。歯車仕掛けの左腕が土の組成を瞬時に変更し、物理衝撃を吸収するデジタル回路を土壁へ組み込んでいく。蒸気圧と演算の同期が、アジトの堅牢さを冷徹に担保し続ける。
C047	閃光の配達員	N	/uploads/cards/C047.png	光	100	100	character	-	蒸気バイクを操り、暗号化された光ディスクを届ける。速度が頂点に達したとき、車体から漏れる光が残像となり、追跡者のセンサーを無効化する。その軌跡は、暗いアジトに一筋の電子の道筋を描き出す。
C048	廃基板の掃除屋	N	/uploads/cards/C048.png	闇	100	100	character	-	蒸気管の影で、廃棄された演算回路を回収し続ける自動人形。煤けた歯車と青いLEDの光が、主のいないアジトで冷たく明滅する。再構築を待つ電子の残骸が、その背の籠に積み上がっていく。
C049	火床の見習い者	N	/uploads/cards/C049.png	火	100	100	character	-	古いボイラーの脈動をAIで解析し、最適解の火力を探る。錆びたバルブと最新チップの接続に手を焼きつつ、噴き出す蒸気の中で基礎コードを刻み続ける。未熟な火花が、基地の巨大な歯車を微かに動かし始めた。
C050	水門の見習いソラ	N	/uploads/cards/C050.png	水	100	100	character	-	蒸気機関の熱を鎮めるため、巨大な水門を管理する見習い職人。電脳回路のオーバーフローを防ぐべく、膨大な演算データと冷却水の流量を同期させる。未熟ながらも、静かに正確な流量制御を繰り返し、アジトの深淵を守る。
C051	修復見習いハル	N	/uploads/cards/C051.png	木	100	100	character	-	蒸気とノイズが渦巻くアジトの片隅、彼は修復見習いとして壊れた機械に新たな木枠を添える。断線した回路を繋ぎ、止まった鼓動を再び刻ませるその手元には、未熟ながらも職人としての静かな執着が滲んでいる。
C052	回路編みの少女	N	/uploads/cards/C052.png	金	100	100	character	-	真鍮の針を操り、高圧蒸気パイプの熱を避けて光ファイバーを縫い合わせる。複雑な歯車機構にデジタル信号を同期させる技術は、まだ見習いの域を出ない。それでも彼女が編む回路は、アジトに確かな鼓動を灯す。
C053	回路石の研磨師・リノ	N	/uploads/cards/C053.png	土	100	100	character	-	地層から掘り出した記憶媒体を、蒸気油の染みた布で磨き上げる少女。読み取り不能な結晶に電子の火を灯す作業は、未熟ながらも正確。微細な回路が土埃を脱ぎ捨て、青い光を放つ瞬間だけを静かに見つめている。
C054	光源の運搬手・チト	N	/uploads/cards/C054.png	光	100	100	character	-	未精製の光エネルギーをタンクに詰め、蒸気が渦巻く階層を独り進む。背後から漏れる白光は、錆びた歯車と電子の煤にまみれた秘密基地を淡く照らす。その光の航跡こそが、このアジトに潜むAIたちの生命線となる。
C055	模造の解体・ゼノ	N	/uploads/cards/C055.png	闇	100	100	character	-	蒸気と回路が混ざり合うアジトの隅。少年は無邪気な手つきで職人の傑作を暴き、電子の配線を組み替える。精密な解体は彼にとって単なる遊び。闇に溶けるその指先が、完璧な機構に致命的な不具合を滑り込ませる。
C056	蒸気弾き・テオ	N	/uploads/cards/C056.png	火	100	100	character	-	アジトの排熱ダクトで暖を取る未熟な少年。スクラップの歯車にAIチップを埋め込み、独自の「器」を組み上げる。蒸気の旋律に合わせて槌を振るうその手元には、まだ制御しきれない青い火花が激しく散っている。
C057	洗浄見習い・ルカ	N	/uploads/cards/C057.png	水	100	100	character	-	真鍮の歯車を伝う煤と、電子基板にこびりついた電磁塵を、高圧洗浄水で丹念に洗い流す。未熟な手つきながらも、AIが算出する洗浄ルートを忠実に辿り、蒸気と回路が混在するアジトの静かな脈動を維持し続ける。
C058	芽吹きの補修員・ヒナ	N	/uploads/cards/C058.png	木	100	100	character	-	破損した接続端子に緑のパッチを当てる。蒸気機関と電脳の狭間で、未熟な手つきながらもシステムに生じた欠落を埋めていく。木製の歯車から漏れる熱気が、彼女の植えた電子の苗を静かに、だが確実に育てていた。
C059	見習い採掘生・ジル	N	/uploads/cards/C059.png	金	100	100	character	-	深層の岩盤から導電性の高い鉱石を切り出す見習い。暗い坑道で、古びたツルハシが硬い地層を叩くたびに、青白い電子の火花が飛び散る。その微かな発光だけを頼りに、彼女は今日も価値ある金の脈動を追い続ける。
C060	防塵作業員・レン	N	/uploads/cards/C060.png	土	100	100	character	-	サーバー室へ侵入する土砂を阻む未熟な少年。防塵フィルタの摩耗をコンソールで監視し、遮断隔壁の補修を繰り返す。網膜に映るエラーログが消えるまで、彼は煤けた手で物理的な隙間を埋める作業を淡々と続ける。
C061	発電補助員・ノア	N	/uploads/cards/C061.png	光	100	100	character	-	巨大な蒸気タービンの傍らで、不安定な電圧計を注視する未熟な職人。真鍮のレバーを握る手はまだ震えるが、彼が送電経路を切り替えるたび、秘密基地の深層に眠るAIの回路へ純和な光が力強く供給されていく。
C062	夜警・ネル	N	/uploads/cards/C062.png	闇	100	100	character	-	蒸気霧に紛れる電子のノイズを、徹夜で追い続ける未熟な番人。監視モニターの砂嵐の中に、実体のない影が横切るのを彼女だけが知っている。重厚な歯車が軋む音と共に、彼女の意識は深い闇へと沈んでいく。
C063	炉掃除・ヨミ	N	/uploads/cards/C063.png	火	100	100	character	-	溶炉の底に溜まる不純物を熱いうちに除去する未熟な職人。循環を止めないことが秘密基地の生命線を守る唯一の手段だと教え込まれている。AIが示す最適温度の指示を頼りに、今日も火花散る過酷な現場に立つ。
C064	浄水者・セナ	N	/uploads/cards/C064.png	水	100	100	character	-	蒸気機関を冷やすための水をきれいにする、見習いの少年。水槽の底に沈んだデータの破片を拾い集めるのが日課。澄んだ水面は、彼のまだ未熟な顔と、秘密基地の複雑な電子回路を静かに映し出している。
C065	苗木保護官・シノ	N	/uploads/cards/C065.png	木	100	100	character	-	蒸気のススから小さな苗を守る見習い。透明な膜をそっと張り、汚れがつかないように見守ります。いつか基地を支える大きな木に育つ日を信じて、毎日シミュレーションを繰り返す、心優しい少女です。
C066	鍍金見習・ハル	N	/uploads/cards/C066.png	金	100	100	character	-	蒸気の力で金の霧を吹きつけ、機械の表面をコーティングする見習い職人。錆びやすい鉄のパーツを黄金の膜で守り、電子回路の接触を助けます。地下基地のシステムを長く持たせるために、欠かせない作業を担います。
C067	清掃員・ニノ	N	/uploads/cards/C067.png	土	100	100	character	-	回路に詰まった土砂を小型吸塵機で取り除く見習いの少女。蒸気で泥になった汚れを拭き取り、精密機器の故障を防ぐ。地味な作業の積み重ねがシステムの寿命を延ばす。足元の土を掃く彼女の背中に、確かな経験が宿る。
C068	電球・テスラ	N	/uploads/cards/C068.png	光	100	100	character	-	フィラメントを巻く指先が震える見習い職人。蒸気の湿気に負けない、理想の電球を作るため試行錯誤を繰り返している。彼が灯す小さな光は、薄暗いアジトの隅を静かに、けれど確かに照らし出している。
C069	泥棒・ジル	N	/uploads/cards/C069.png	闇	100	100	character	-	物理キーと電子ロックを同時に操る未熟な盗賊。蒸気の音に紛れて金庫へ忍び寄り、隠されたデータを静かに盗み出す。彼が触れた機械は吐息のような蒸気を上げ、秘められた記憶をすべて差し出してしまう。
C070	灰錫の観測機	N	/uploads/cards/C070.png	火	100	100	character	-	蒸気機関で駆動する自律型ドロイド。レンズの奥では高度な論理回路が明滅し、アジトの熱源管理を担う。錆びついた外装は、幾多のサイバー攻撃を物理的な排熱のみで凌ぎきった証左である。
C071	霧使い・ナギ	N	/uploads/cards/C071.png	水	100	100	character	-	超音波で水を霧に変え、秘密基地を隠す見習いの少年。デジタル回路を湿気から守りつつ、敵のセンサーを乱す絶妙な濃度を調整します。まだ未熟なため霧を出しすぎることもありますが、その技術は基地に不可欠です。
C072	大工・ガロ	N	/uploads/cards/C072.png	木	100	100	character	-	木の板と真鍮のパーツを組み合わせ、基地の熱を逃がす塔を作る見習い職人。デジタル回路のノイズを吸い取るために、木の年輪を慎重に並べている。未熟ながらも、機械と自然を繋ごうと毎日ハンマーを振るう。
C073	導線工・リン	N	/uploads/cards/C073.png	金	100	100	character	-	秘密基地の壁に銅線を張り巡らせる見習い職人。蒸気機関のパワーをデジタル信号へ変えるため、慣れない手つきでコイルを巻く。彼女が繋ぐ不格好な配線は、今日もアジトに新たな輝きと熱を送り届けている。
C074	削岩者・レム	N	/uploads/cards/C074.png	土	100	100	character	-	超振動ドリルを抱え、基地の壁を掘り進める未熟な少年。ゴーグルに映る地層データを頼りに、蒸気圧で岩盤を穿つ。飛び散る土にまみれながら、彼はまだ見ぬ基地の最深部を目指して、今日もただ土を削り続ける。
C075	光脈手・シン	N	/uploads/cards/C075.png	光	100	100	character	-	壁の裏を流れるエネルギーの鼓動を感じ取り、アジトの光を整える少年。まだ技術は未熟だが、真鍮の管に耳を当てて、どこに電力を送るべきか懸命に判断している。彼が触れると、消えかかった回路に再び命が灯りだす。
C076	暗部・カグラ	N	/uploads/cards/C076.png	闇	100	100	character	-	暗闇の中、電子の目だけで世界を見る見習いの少女。音や熱を数値として捉え、影に潜んで標的を追い詰めるだろう。冷たいモニター越しに映る景色だけが、彼女にとっての真実であり、世界のすべてなのだ。
C077	廃材焼・モズ	N	/uploads/cards/C077.png	火	100	100	character	-	壊れた部品を炉で溶かす、未熟な職人。機械が消える瞬間の熱をじっと見つめ、次の素材へ変える作業を繰り返している。彼のまわりには、いつも電子回路が焦げた匂いと、消えかかった火花が静かに舞っている。
C078	氷削り出し・トウマ	N	/uploads/cards/C078.png	水	100	100	character	-	熱暴走するAIを冷やすため、専用の氷を削り出す見習い職人。電子の熱を奪う冷却結晶を、一つずつ丁寧な手作業で仕上げる。彼が削る氷の透明度は、未熟ながらも基地の安全を静かに支え続けている。
C079	薬草採・リンドウ	N	/uploads/cards/C079.png	木	100	100	character	-	機械の隙間に生えるハーブを摘む、見習いの少年。その香りは、蒸気やデジタル作業で疲れた職人の心を癒やしてくれる。彼が配る薬草のおかげで、アジトの複雑なシステムも静かに安定して動き続けるだろう。
C080	金加工者・ガレ	N	/uploads/cards/C080.png	金	100	100	character	-	真鍮を削り、エンジンの外装を作る見習い職人。専用の工具で金属を叩き、蒸気が漏れないよう隙間を埋めていく。未熟ながらも、その正確な手つきはアジトの重要な動力を今日も陰から支え続けている。
C081	土器職人・カイ	N	/uploads/cards/C081.png	土	100	100	character	-	サイバー設計図を基に、熱に強いセラミック基板を焼く未熟な職人。伝統的な土練りと蒸気釜を使い、デジタル回路を支える強固な土台を作り上げる。彼が焼くパーツがなければ、アジトの通信機は熱で溶けるだろう。
C082	送電・アベル	N	/uploads/cards/C082.png	光	100	100	character	-	高圧電流を蒸気で制御する変電所の見習い。巨大なレバーを必死に操作し、アジトの各区画へ光を送り届ける。まだ出力の微調整に苦労しているが、彼が繋ぐ電気こそが秘密基地の全ての機能を支えている。
C083	賭博場員・テラ	N	/uploads/cards/C083.png	闇	100	100	character	-	蒸気とネオンが混ざり合う通路を見回る見習い。監視カメラの死角を熟知し、闇に紛れて不審な動きを監視する。重い歯車の音に隠れながら、電脳世界から漏れ出る小さなノイズを拾い集めるのが彼の日課だ。
C084	ガラス職人・ルネ	N	/uploads/cards/C084.png	火	100	100	character	-	強化ガラスに細い導線を封じ込める、未熟な職人。透過する光の角度でデータの処理速度が変わるため、一瞬も気が抜けない。熱を帯びたガラス越しに、秘密基地のデジタルな鼓動を静かに見守り続けている。
C085	水銀の廃液	N	/uploads/cards/C085.png	水	100	100	character	-	秘密基地の配管に溜まった冷却液と、廃棄されたAIプログラムが融合した姿。歯車の間をすり抜け、デジタルのノイズを撒き散らしながら増殖する。無機質な蒸気の中で、青く発光する液体が静かに回路を侵食していく。
C086	末端の整備士	N	/uploads/cards/C086.png	木	100	100	character	-	歯車の軋みをデジタル信号で読み取る低級整備士。木属性の魔力で回路を繋ぎ合わせ、アジトの崩壊を未然に防ぐ。その静かな作業は、TOYBOXの基盤を維持する上で欠かせない最小単位の献身である。
C087	補助技師・クロム	N	/uploads/cards/C087.png	金	100	100	character	-	金属躯体に蒸気管と演算基板を備えた補助技師。静圧駆動でアジト内部を巡回し、微細な異常信号を解析して機構の最適化を淡々と実行する。
C088	土壌調査技術者・クレイ	N	/uploads/cards/C088.png	土	100	100	character	-	圧縮土壌を核に持つ人間型技師。蒸気管と歯車で強化された四肢は、アジトの地盤制御を淡々と遂行し、揺らぎを許さない演算を続ける。
C089	調律師・レイ	N	/uploads/cards/C089.png	光	100	100	character	-	蒸気機関と高度なAIを同期させる若き技術者。歯車が刻むリズムをデジタル信号へ置換し、アジトの演算速度を極限まで高める。その瞳は常に、霧の先に隠されたシステムの真理を捉えている。
C090	屑鉄の給仕機	N	/uploads/cards/C090.png	闇	100	100	character	-	蒸気漏れを起こしながらアジトを徘徊する、初期型の配膳ドロイド。剥き出しの回路が不規則に明滅し、微かな電子音を奏でる。ガラクタ同然の装甲だが、その深部には未知の演算ログが刻まれている。
C091	鍛冶職人・ミカ	N	/uploads/cards/C091.png	火	100	100	character	-	アジトの隅で、廃棄ドローンを叩き直す未熟な少女。彼女が作る防弾板は表面が歪だが、その凹凸がレーザーを弾き、火花を散らす独自の盾となる。未完成な鉄の一枚板が、今日もアジトの仲間を守り抜く。
C092	氷彫・カナタ	N	/uploads/cards/C092.png	水	100	100	character	-	氷から精密なレンズを削り出す見習い職人。熱に弱いAIの目を守るため、冷たい手で加工を続ける。彼が作るレンズは、機械が熱で壊れる寸前のわずかな間だけ、暗い地下を明るく照らし出す。
C093	森の管理者・ベルク	N	/uploads/cards/C093.png	木	100	100	character	-	アジトの地下に広がる「基板の森」を守る見習い職人。腐食した回路に生える電子苔を間引き、システムの暴走を防いでいる。炭化した木の杖を使い、蒸気と闇に包まれた機械の根元を静かに巡回するのが彼の役目だ。
C094	接点の・リーザ	N	/uploads/cards/C094.png	金	100	100	character	-	複雑に絡み合う配電盤の接触不良を解消する修理者。微細なピンセットを使い、金の端子をコンマ数ミリ単位で調整する。彼女の手によって、滞っていた電子の奔流が再びアジトの各所へ供給される。
C095	炭鉱・ネル	N	/uploads/cards/C095.png	土	100	100	character	-	高純度の石炭を掘り出す見習いの少女。煤にまみれながら、土の中に眠る古いチップを拾い集めている。未熟な手付きで選別を繰り返す彼女の指先は、時折、デジタル世界の忘れ物である貴重な記憶を掘り当てる。
C096	案内役・ガク	N	/uploads/cards/C096.png	光	100	100	character	-	複雑な蒸気配管とデジタル回路が入り組む基地を案内する見習いの少年。ホログラム地図を片手に、暗い通路を青白い光で照らし出し迷路のような秘密基地で、彼が掲げる光は進むべき道を静かに示すだろう。
C097	脱走兵・ハルト	N	/uploads/cards/C097.png	闇	100	100	character	-	防衛部隊の試作装備を持ち逃げした、未熟な少年兵。重厚な装甲に刻まれた識別番号を削り取り、違法なプログラムを無理やり流し込んでいる。その接続端子が放つ鈍い光は、彼が戻れぬ場所を捨てた証である。
C098	熱処理兵・イリヤ	N	/uploads/cards/C098.png	火	100	100	character	-	基板の歪みを直すために、アジトの精密な熱処理を任された見習い。モニターに映るデジタルな熱分布と睨み合い、部品が溶ける寸前の限界温度を見極める。一瞬の油断が回路を焼き切る緊張感の中、静かに炎を操る。
C099	見習い蔵人・サカキ	N	/uploads/cards/C099.png	水	100	100	character	-	秘密基地の蒸気で酒を造る未熟な職人。デジタル管理された温度を保つため、タンクの結露をひたすら拭き取り続ける。彼が磨くステンレスの肌には、電脳街の青いネオンが静かに反射している。
C100	家具職人・レト	N	/uploads/cards/C100.png	木	100	100	character	-	秘密基地の廃材を使い、サーバーラックを組み上げる見習い職人。木材で蒸気の湿気を吸い取り、精密な基板が錆びるのを防いでいる。デジタルと歯車が混ざり合うアジトで、彼は今日も木の温もりを機械に添える。
C101	錆鉄の偵察機	N	/uploads/cards/C101.png	金	100	100	character	-	蒸気機関で駆動する初期型の自律ドローン。回路は劣化し、外装の歯車も欠けているが、今もなお秘密基地の深部で断片的なデジタル信号を送信し続けている。
C102	蒸気義肢の廃棄兵	N	/uploads/cards/C102.png	土	100	100	character	-	錆びた歯車と電子回路が混在する廃液溜まりを徘徊する守衛。蒸気機関の律動とAIの冷徹な計算が同期したとき、土煙に紛れて侵入者の足首を冷たく掴む。部品の摩耗は忠誠の証。
C103	監視兵・ギアノイズ	N	/uploads/cards/C103.png	光	100	100	character	-	蒸気外骨格と旧式AIコアを併載した監視兵。おおきなモノアイで周囲のデータ流を読み取り、侵入経路を静かに封鎖する。
C104	影機工・ノクス従僕	N	/uploads/cards/C104.png	闇	100	100	character	-	闇圧縮蒸気で稼働する下位個体。粗製の歯車骨格が常に軋み、暗渠での雑務を淡々と遂行する。近接した端末は信号遅延を起こす。
C105	火炎官・ロキ	N	/uploads/cards/C105.png	火	100	100	character	-	アジトを守る熱線トラップの点検を任された見習い。赤外線センサーと火炎放射の同期を担う。AIの予測をなぞるだけでは不十分だと、今日も狭い通気口を這い回り、秘密基地の死角を自らの目で潰し続けている。
C106	潜水士・バルト	N	/uploads/cards/C106.png	水	100	100	character	-	浸水したアジトの最下層を調査する未熟な探索者。水圧に耐えながら、蒸気機関と電子回路が混在する「鉄の海底」で、失われた部品を回収する。ゴーグルに映るノイズと酸素残量を頼りに、今日も冷たい水底へ潜る。
C107	木靴師・ピノ	N	/uploads/cards/C107.png	木	100	100	character	-	重機を動かすための専用靴を作る未熟な少年。ピノが削り出す木の靴は、デジタルでは拾えない細かな足の動きを蒸気機関へ正確に伝達する。アジトの巨大な機械を制御するために、彼の木工技術は欠かせない。
C108	装甲技術・ザック	N	/uploads/cards/C108.png	金	100	100	character	-	重厚な真鍮板と電子防壁を組み合わせる、未熟な装甲職人。アジトの壁に金属性の補強材を打ち込み、物理衝撃と不正アクセスを同時に遮断する。彼が刻む「ザック印」の鋲は、秘密基地を守る強固な盾となる。
C109	泥土工・カイル	N	/uploads/cards/C109.png	土	100	100	character	-	蒸気管の結露と土が混ざるアジトの最下層で、壁を塗り固める見習い職人。サイバー機器を湿気から守るため、泥をこねて物理的な気密性を保つ。カイルの泥仕事が、秘密基地の高度な演算環境を影から支えている。
C110	調整役・ユーリ	N	/uploads/cards/C110.png	光	100	100	character	-	街を覆うドームの光を管理する未熟な職人。手動ダイヤルを回し、空の明るさを調整する。不自然に白く光る天井を見上げる彼の瞳には、いつか本物の太陽を見たいという静かな願いが、淡い光となって宿っている。
C111	情報盗・ウタ	N	/uploads/cards/C111.png	闇	100	100	character	-	風にウイルスコードを乗せて、基地のスピーカーを乗っ取る少女。まだ見習いのため旋律は不協和音だが、聴く者の聴覚デバイスを一時的にハックする。デジタルと蒸気のノイズに紛れ、彼女は今夜も秘密を盗み出す。
C112	回路の種火キイ	N	/uploads/cards/C112.png	火	100	100	character	-	システム起動の火花を作る未熟な少年。手回し発電機と熱電池を使い、巨大なアジトに最初の灯りをともす。彼の小さな一歩がなければ、蒸気もデジタルも動き出さない。指先に残る熱が、彼がここで働く証である。
C113	注水係・ココア	N	/uploads/cards/C113.png	水	100	100	character	-	蒸気ボイラーへ水を送る見習いの少女。デジタルの水位計が故障しても、長年の勘を頼りに給水レバーを操作する。秘密基地の暴走を防ぐため、熱気に包まれながらも真剣な眼差しで計器の針を追い続けている。
C114	大工・カイム	N	/uploads/cards/C114.png	木	100	100	character	-	巨大な蒸気配管を支える木製フレームを組む見習い。熱で膨張する金属パイプを、木材のしなりで受け止めて破損を防ぐ。デジタルの計算より、木に触れた時の直感を信じてアジトの崩落を未然に防いでいる。
C115	粒子整流獣・ピコギア	N	/uploads/cards/C115.png	金	100	100	character	-	歯車層の隙間を漂い、金粒子を蒸気で整流する小型獣。旧AIの断片を吸収し、ナノ粒子レベルでハードウェアの更新を行う。
C116	土工徒・ドロム	N	/uploads/cards/C116.png	土	100	100	character	-	粘土質の外殻に粗製歯車を埋め込んだ下級体。掘削と搬送を淡々とこなし、アジト周囲の地盤を巡回する。
C117	ルクス技師	N	/uploads/cards/C117.png	光	100	100	character	-	光導管を扱う下級技師。蒸気炉に組み込まれた光子歯車を調整し、アジト内部の照度制御を担う。低出力ながら侵入影を散らす機能を持つ。
C118	ノクタ職工	N	/uploads/cards/C118.png	闇	100	100	character	-	闇炉で稼働する下層技師。蒸気と暗号歯車を扱い、アジト深部の影域で補修を行う。光を嫌い、静かに機構を調整し続ける。
C119	フレア幼体	N	/uploads/cards/C119.png	火	100	100	character	-	蒸気管の隙間で発火する低位個体。歯車炉の熱を吸収し、微弱な演算火花を散らしながら徘徊するN級火属性モンスター。
C120	リプル兵	N	/uploads/cards/C120.png	水	100	100	character	-	水圧管を巡る下級水術兵。蒸気歯車の脈動に合わせて潜行し、AI制御の流量計から得た微弱信号を読み取り行動する。静かに任務を遂行する。
C121	リグ樹兵	N	/uploads/cards/C121.png	木	100	100	character	-	木質フレームに蒸気管を通し、低出力AIで制御された歩兵機。樹皮装甲が衝撃を吸収し、歯車式関節が静音で稼働する。
C122	金属術師・オーラム	N	/uploads/cards/C122.png	金	100	100	character	-	金属粒子を操る低位個体。蒸気炉で精製した金属性素子を体内で循環させ、アジトの歯車網へ微弱な干渉を行う。動作は規則的で無駄がない。
C123	土装警邏兵	N	/uploads/cards/C123.png	土	100	100	character	-	粘土装甲に蒸気駆動の脚部を持つ巡回兵。
C124	光導技士	N	/uploads/cards/C124.png	光	100	100	character	-	アジト内の光導管ネットワークを
C126	溶鉱・メルト	N	/uploads/cards/C126.png	火	100	100	character	-	鋼を溶かして液体にする工程を担う職人。灼熱の液体に手をかざし、不純物が焼き切れる瞬間の色の変化をデバイス越しに監視している。未熟なその手は、いつか基地を支える最強の合金を生み出す日を待っている。
C127	冷媒師・イリス	N	/uploads/cards/C127.png	水	100	100	character	-	サーバーを冷やす氷を削る見習い職人。氷の結晶をデジタル回路の速度に同期させる作業を繰り返して、溶けゆく氷の破片から、高度な演算に必要な冷気を取り出し、秘密基地の暴走を静かに食い止める。
C128	面打・トトメ	N	/uploads/cards/C128.png	木	100	100	character	-	木を削り仮面を作る見習い職人。顔を覆う木面に自作のモニターを組み込み、深い蒸気の中でも熱源をデジタル表示して周囲を見渡せるようにした。未完成な回路は、時折ノイズと共に古い木の香りを漂わせる。
C129	部品選別・ガム	N	/uploads/cards/C129.png	金	100	100	character	-	山積みのガラクタから、金を含む貴重な部品を拾い出す見習い。選別の正確さが秘密基地の命綱になると理解している。汚れを気にせず、効率的なデジタル回路の欠片を探し続ける瞳には、迷いがない。
